0 , 36.00000000000001 , 0.021552489372467707 , -1.0160001739381676E-4 , 6.01612787730914E-7 , -1.0351962576872113E-9 , 6.972139752408403E-13 , 
51811 , 53.999999999999964 , 0.8387309564895917 , 0.027574683929206017 , 0.0191920969528518 , -0.0030460802370049487 , 2.59512671334221E-4 , 
52778 , 76.99999999999996 , 29.827394939340497 , -26.642158945753827 , 26.961605851842524 , -17.145006462067826 , 4.575306075989339 , 
52919 , 98.99999999999996 , 9.503392745354864 , 2.644450215915711 , 0.5669593809522006 , -0.3079748295007471 , 0.030662621186308962 , 
53293 , 163.00000000000003 , 18.03488240742852 , -9.36293236577272 , 5.322063341795159 , -1.8856843396384375 , 0.2994523970117252 , 
53535 , 187.0000000000004 , 20.544533863237703 , -21.500575047192623 , 9.788108002141177 , -2.0897932315466234 , 0.1686069076761431 , 
54050 , 177.00000000000256 , 19626.66666666571 , -3066666.6666665366 , 1.6866666666665938E8 , -3.8333333333331585E9 , 3.066666666666518E10 , 
54056 , 177.00000000000256 , 19626.66666666571 , -3066666.6666665366 , 1.6866666666665938E8 , -3.8333333333331585E9 , 3.066666666666518E10 , 
54062 , 178.00000000000287 , 19626.666666665733 , -3066666.6666665394 , 1.6866666666665944E8 , -3.83333333333316E9 , 3.0666666666665203E10 , 
54068 , 178.00000000000287 , 19626.666666665733 , -3066666.6666665394 , 1.6866666666665944E8 , -3.83333333333316E9 , 3.0666666666665203E10 , 
54074 , 179.00000000000244 , 19606.666666665787 , -3062499.9999998757 , 1.6837499999999315E8 , -3.8249999999998393E9 , 3.0583333333331993E10 , 
54080 , 179.00000000000318 , 19626.666666665777 , -3066666.6666665426 , 1.686666666666598E8 , -3.833333333333172E9 , 3.066666666666532E10 , 
54086 , 179.0000000000006 , 19479.999999999232 , -3046666.6666665357 , 1.6812499999999255E8 , -3.8333333333331566E9 , 3.074999999999852E10 , 
54092 , 180.00000000000017 , 19626.666666665904 , -3066666.6666665454 , 1.686666666666598E8 , -3.8333333333331676E9 , 3.066666666666525E10 , 
54098 , 180.00000000000128 , 19001.666666665813 , -2952083.333333206 , 1.6204166666665936E8 , -3.679166666666489E9 , 2.9416666666665154E10 , 
54104 , 181.0000000000016 , 19626.666666665755 , -3066666.666666535 , 1.686666666666593E8 , -3.8333333333331585E9 , 3.06666666666652E10 , 
54110 , 181.00000000000048 , 19501.666666665795 , -3041249.9999998678 , 1.6695833333332598E8 , -3.787499999999826E9 , 3.0249999999998535E10 , 
